id,date,date_added,title,type,link,language,author,keywords,description,other,image,selected_collection
91,2018-10-12,,"Work is Timeless, Stake is Not",article,https://hugonguyen.medium.com/work-is-timeless-stake-is-not-554c4450ce18,en,Hugo Nguyen,"pow, pos","Work manifests in different ways in PoS, whether it is taking out a loan from the bank, running 24/7 staking servers, or attempting to steal online staking keys. Not only PoS is obfuscated PoW, it is inferior PoW. Any potential cost saving PoS gives you, it pays back in equal measure in the reduction in security.",,,
92,2020-03-14,,Centralization of Stake in PoS,article,https://medium.com/stakin/centralization-of-stake-in-pos-f7ccb8f8254,en,Gisele Schout,"pos, pow","We figured it was time to dive into the topic of the Centralization of Stake in PoS. With many different blockchain ecosystems and networks striving for decentralization, we wanted to give you a quick overview of their current centralization status.",,,
93,2017-07-07,,Proof of Stake is Still Pointless,article,https://www.truthcoin.info/blog/pos-still-pointless/,en,Paul Sztorc,"pos, pow",I go line-by-line against Vitalik’s Proof of Stake FAQ. PoS is still just as expensive as PoW (but it may have different security features).,,,
94,2017-09-14,,ASIC Monopoly Fallacy,article,https://github.com/libbitcoin/libbitcoin-system/wiki/ASIC-Monopoly-Fallacy,en,Eric Voskuil,"asic, mining","There is a theory that Bitcoin ASIC price is controlled by a cartel of miners, creating a disproportionate advantage to mining partners of the cartel.",,,
95,2020-08-09,,Are Chinese Miners a Threat to Bitcoin?,article,https://blog.lopp.net/are-chinese-miners-threat-bitcoin/,en,Jameson Lopp,"mining, China",Is the concentration of hashpower within the borders of China a cause for concern about a nation state attack against the network?,,,
96,2020-09-17,,What is Crypto Decentralization and Why Bitcoin Stands Alone,article,https://tonevays.com/blog/what-is-crypto-decentralization-and-why-bitcoin-stands-alone,en,Tone Vays,"decentralization, development, mining","Many people think that they can just wave a magic wand and suddenly their crypto currency project is decentralized. In reality, nothing can be further from the truth because decentralization is almost impossible. Bitcoin might still be the only crypto project to claim this feat, and even then, the proper way to describe it is ""Sufficiently Decentralized"", as the future is always uncertain. This article will attempt to explain why Bitcoin is sufficiently decentralized and why other crypto projects fall short.",,,
97,2018-12-15,,Who Controls Bitcoin Core?,article,https://blog.lopp.net/who-controls-bitcoin-core-/,en,Jameson Lopp,"decentralization, development",Understanding how the focal point of Bitcoin development operates,,,
98,2015-09-09,,Measuring Decentralization,article,https://www.truthcoin.info/blog/measuring-decentralization/,en,Paul Sztorc,"decentralization, money",Bitcoin’s Decentralization increases as a full node becomes cheaper.,,,
99,2018-06-02,,Bitcoin Miners Beware: Invalid Blocks Need Not Apply,article,https://medium.com/hackernoon/bitcoin-miners-beware-invalid-blocks-need-not-apply-51c293ee278b,en,StopAndDecrypt,"network, validation",Bitcoin is an impenetrable fortress of validation,,,
100,2019-08-11,,Bitcoin Cannot Be Banned,article,https://nakamotoinstitute.org/mempool/bitcoin-cannot-be-banned/,en,Parker Lewis,government,"The idea that somehow bitcoin can be banned by governments is the final stage of grief, right before acceptance. The consequence of the statement is an admission that bitcoin works. In fact, it posits that bitcoin works so well that it will threaten the incumbent government-run monopolies on money in which case governments will regulate it out of existence to eliminate the threat. ",,,
101,2014-04-07,,Speculative Attack,article,https://nakamotoinstitute.org/mempool/speculative-attack/,en,Pierre Rochard,government,"A few of the criticisms mentioned earlier are correct, yet they are complete non sequiturs. Bitcoin will not be eagerly adopted by the mainstream, it will be forced upon them. Forced, as in ""compelled by economic reality"". People will be forced to pay with bitcoins, not because of 'the technology', but because no one will accept their worthless fiat for payments. ",,,
102,2019-07-09,,A most peaceful revolution,article,https://medium.com/@nic__carter/a-most-peaceful-revolution-8b63b64c203e,en,Nic Carter,government,"Make no mistake, Bitcoiners are revolutionaries. Libertarians had it all wrong. They sought to shrink the State's influence by participating in the democratic process. This has been and remains a hopeless, Sisyphean task.",,,
103,,,Critique #2: The Government Will Shut Bitcoin Down,article,https://casebitcoin.com/critiques/gov-will-shut-it-down,en,Case Bitcoin,government,Rebuttal to the critique that governments won't simply allow a non-state money to keep growing. Control over money is too central to a government's survival for them to allow this,,,
104,2021-02-21,,Can Governments Stop Bitcoin?,article,https://quillette.com/2021/02/21/can-governments-stop-bitcoin/,en,Alex Gladstein,government,"This worldwide success doesn�t mean that people haven�t tried to stop Bitcoin. The digital money project has in fact survived a variety of attacks which in some cases threatened its existence. There are two main vectors: network attacks on the software and hardware infrastructure, and legal attacks on Bitcoin users. Before we explore them and consider why they failed, let�s start at the beginning.",,,
105,,,Bitcoin: Fee-Based Security Modeling,article,https://www.lynalden.com/bitcoin-security-modeling/,en,Lyn Alden,security,"Over the past decade, the bitcoin network has been the most secure public blockchain. This is because it has by far the highest market capitalization and hash rate in the asset class, along with customized hardware required to mine it, meaning that the cost for a potential attacker to try to control 51% of the hash rate for a lengthy period of time (which would allow for double-spending attacks and other security disruptions) is quite high.",,,
106,2020-12-06,,Bitcoin is Antifragile,article,https://unchained-capital.com/blog/bitcoin-is-antifragile/,en,Parker Lewis,security,"Part of the series ""Gradually, then suddenly""",,,
107,2019-09-27,,Bitcoin is Not Backed by Nothing,article,https://nakamotoinstitute.org/mempool/bitcoin-is-not-backed-by-nothing/,en,Parker Lewis,"not-backed-by-anything, money","Part of the series ""Gradually, then suddenly""",,bitcoin2.jpg,1
108,2019-07-14,,BetterHash: Decentralizing Bitcoin Mining With New Hashing Protocols,article,https://medium.com/hackernoon/betterhash-decentralizing-bitcoin-mining-with-new-hashing-protocols-291de178e3e0,en,StopAndDecrypt,"mining, decentralization","BetterHash is the working name for alternative mining protocols currently in development. When it's completed there will need to be enough miners willing to switch to a new mining pool using these protocols, or an existing pool that is willing to service both the old and new protocols while miners gradually ready themselves to switch over. In either circumstance the initial switch will need to be supported by enough miners to make doing so profitable, else profit volatility would be too high. Ultimately miners will need to understand why they should switch, and there will need to be forward thinking pool operators who don�t want the control current pools have. This can only happen if the problems and risks with the current system are properly understood and conveyed.",,,
109,,,Critique #12: China Controls Bitcoin,article,https://casebitcoin.com/critiques/china-controls-bitcoin,en,Case Bitcoin,"china, mining","Rebuttal to the critique that more than half of bitcoin mining takes place in China, therefore, China can seize control of the Bitcoin network at any time.",,,
110,2020-02-12,,The Fraying of the US Global Currency Reserve System,article,https://www.lynalden.com/fraying-petrodollar-system/,en,Lyn Alden,"petrodollar, money","Since autumn of 2019, I've been bearish on the dollar, meaning I have a longish-term outlook towards a weaker dollar. This view began forming when the Federal Reserve cut interest rates in summer 2019, and then the view solidified with a catalyst after an overnight repo rate spike in September 2019 forced the Fed to begin supplying repo liquidity.",,,
111,,,Shelling Out: The Origins of Money,article,https://nakamotoinstitute.org/shelling-out/,en,Nick Szabo,"history, money","The precursors of money, along with language, enabled early modern humans to solve problems of cooperation that other animals cannot including problems of reciprocal altruism, kin altruism, and the mitigation of aggression. These precursors shared with non-fiat currencies very specific characteristics they were not merely symbolic or decorative objects.",,shells.jpg,1
112,2013-08-01,,What effects would a scalable Quantum Computer have on Bitcoin?,article,https://bitcoin.stackexchange.com/questions/6062/what-effects-would-a-scalable-quantum-computer-have-on-bitcoin,en,,quantum,"A scalable quantum computer is a quantum computer that is easy to extend - adding more (q)bits of memory is not a fundamentally hard problem, and will happen. Or, alternatively, that it follows Moore's Law - its memory capacity and speed will increase exponentially over the years with technological advancement (the exponent might be relatively low). Suppose such a Quantum Computer were constructed tomorrow - what would this mean for bitcoin?",,,
113,2017-10-28,,"Quantum attacks on Bitcoin, and how to protect against them",article,https://arxiv.org/abs/1710.10377,en,"Divesh Aggarwal, Gavin K. Brennen, Troy Lee, Miklos Santha, Marco Tomamichel",quantum,"The key cryptographic protocols used to secure the internet and financial transactions of today are all susceptible to attack by the development of a sufficiently large quantum computer. One particular area at risk are cryptocurrencies, a market currently worth over 150 billion USD. We investigate the risk of Bitcoin, and other cryptocurrencies, to attacks by quantum computers. We find that the proof-of-work used by Bitcoin is relatively resistant to substantial speedup by quantum computers in the next 10 years, mainly because specialized ASIC miners are extremely fast compared to the estimated clock speed of near-term quantum computers. On the other hand, the elliptic curve signature scheme used by Bitcoin is much more at risk, and could be completely broken by a quantum computer as early as 2027, by the most optimistic estimates. We analyze an alternative proof-of-work called Momentum, based on finding collisions in a hash function, that is even more resistant to speedup by a quantum computer. We also review the available post-quantum signature schemes to see which one would best meet the security and efficiency requirements of blockchain applications. ",,,
